PersonID	x	y	Time	Width	Distance		preName	CurrentName	input	
0	0.8726205	1.253967	2.899841	1.75	20	20	0	AirTap	
0	-0.4400396	-0.4917079	1.335175	1.75	20	0	1	AirTap	
0	0.1174948	0.781656	1.29837	1.75	20	1	2	AirTap	
0	0.4443791	-0.2530088	1.099701	1.75	20	2	3	AirTap	
0	0.2625706	0.618258	1.201294	1.75	20	3	4	AirTap	
0	-0.08560842	-0.5375257	1.465393	1.75	20	4	5	AirTap	
0	0.07885014	-0.01703947	1.066864	1.75	20	5	6	AirTap	
0	-0.2102799	-1.259639	1.90036	1.75	20	6	7	AirTap	
0	-0.5599956	0.4501312	1.433044	1.75	20	7	8	AirTap	
0	0.2441299	-0.9518641	1.565948	1.75	20	8	9	AirTap	
0	-0.1450616	0.1809213	1.100739	1.75	20	9	10	AirTap	
0	0.5556049	-0.1376914	1.299255	1.75	20	10	11	AirTap	
0	-0.04838686	0.5602134	1.033966	1.75	20	11	12	AirTap	
0	0.1243272	0.1529526	1.066711	1.75	20	12	13	AirTap	
0	-0.9896461	0.4229648	1.200043	1.75	20	13	14	AirTap	
0	0.9921277	0.1023912	1.333923	1.75	20	14	15	AirTap	
0	-1.089381	0.4574838	1.798981	1.75	20	15	16	AirTap	
0	0.2594606	-0.162423	0.967865	1.75	20	16	17	AirTap	
0	-0.7553465	0.01676865	0.9322205	1.75	20	17	18	AirTap	
0	-0.1686496	0.2204507	1.633484	1.75	20	18	19	AirTap	
0	-0.4385673	-0.4013812	1.033325	1.75	20	19	20	AirTap	
0	0.719306	0.6858355	1.165497	1.75	23	20	0	AirTap	
0	-0.860202	-0.4610895	1.100739	1.75	23	0	1	AirTap	
0	-0.4774846	0.7326108	1.033569	1.75	23	1	2	AirTap	
0	-0.1858037	-0.108363	1.266479	1.75	23	2	3	AirTap	
0	-0.3257809	0.127022	0.9004211	1.75	23	3	4	AirTap	
0	-19.203	2.138321	0.7328491	1.75	23	4	5	AirTap	
0	0.4604869	0.5428301	1.666565	1.75	23	5	6	AirTap	
0	-0.1013057	-0.2603321	1.200165	1.75	23	6	7	AirTap	
0	0.5239111	0.8561498	1.06662	1.75	23	7	8	AirTap	
0	0.7303384	-0.4327093	0.9674377	1.75	23	8	9	AirTap	
0	0.05863323	1.066946	0.9997253	1.75	23	9	10	AirTap	
0	0.4340735	-0.7614506	0.966156	1.75	23	10	11	AirTap	
0	-0.02411444	0.5696047	0.9337158	1.75	23	11	12	AirTap	
0	0.6145505	0.09873051	1.100342	1.75	23	12	13	AirTap	
0	-0.1128456	0.1553858	1.000977	1.75	23	13	14	AirTap	
0	0.327001	0.4218469	1.999664	1.75	23	14	15	AirTap	
0	-0.5932813	-0.421637	1.032135	1.75	23	15	16	AirTap	
0	0.3647312	0.7493446	1.100983	1.75	23	16	17	AirTap	
0	-1.070573	0.2777337	1.033264	1.75	23	17	18	AirTap	
0	-21.27524	0.1425897	0.3997498	1.75	23	18	19	AirTap	
0	-0.8200113	-0.4124509	1.46579	1.75	23	19	20	AirTap	
0	0.5508024	0.6889625	0.9688416	1.75	17	20	0	AirTap	
0	-17.41807	-0.7193667	0.1999207	1.75	17	0	1	AirTap	
0	-0.01014832	0.3230201	2.031464	1.75	17	1	2	AirTap	
0	-0.514638	-0.3386425	1.10083	1.75	17	2	3	AirTap	
0	0.166703	0.6549421	1.299255	1.75	17	3	4	AirTap	
0	-0.2624859	-0.2719997	1.035187	1.75	17	4	5	AirTap	
0	-0.912942	0.7727323	1.16452	1.75	17	5	6	AirTap	
0	-0.2859524	-0.3064452	1.104614	1.75	17	6	7	AirTap	
0	-0.4256592	0.1639968	1.029327	1.75	17	7	8	AirTap	
0	0.3476605	-0.4031704	1.101532	1.75	17	8	9	AirTap	
0	-0.4236597	0.1300249	1.135223	1.75	17	9	10	AirTap	
0	0.2025137	-0.6410605	1.029419	1.75	17	10	11	AirTap	
0	-0.7480234	0.1994648	1.267212	1.75	17	11	12	AirTap	
0	0.6334749	-0.2805735	1.132965	1.75	17	12	13	AirTap	
0	-0.8757809	0.323092	1.173828	1.75	17	13	14	AirTap	
0	0.775124	-0.0375598	1.159821	1.75	17	14	15	AirTap	
0	-0.9520222	0.4624444	1.466797	1.75	17	15	16	AirTap	
0	-0.2014943	0.06259222	1.101105	1.75	17	16	17	AirTap	
0	0.06111275	-0.47735	1.067719	1.75	17	17	18	AirTap	
0	0.1899609	0.6611551	1.06485	1.75	17	18	19	AirTap	
0	-0.09316671	-0.3204299	1.133606	1.75	17	19	20	AirTap	
0	0.458607	0.1841757	1.066986	1.75	26	20	0	AirTap	
0	-0.875308	-0.1657536	1.066162	1.75	26	0	1	AirTap	
0	0.7570323	0.3071522	1.26651	1.75	26	1	2	AirTap	
0	-0.06598826	-1.0696	1.133728	1.75	26	2	3	AirTap	
0	0.09533956	0.518511	1.265472	1.75	26	3	4	AirTap	
0	0.1541361	-0.3328657	1.100067	1.75	26	4	5	AirTap	
0	-0.1962032	0.6892859	1.267426	1.75	26	5	6	AirTap	
0	0.5207184	-0.4683672	1.100067	1.75	26	6	7	AirTap	
0	-0.02945459	0.6975574	1.400787	1.75	26	7	8	AirTap	
0	0.2845904	-0.7365973	1.065765	1.75	26	8	9	AirTap	
0	-0.02219874	0.1820106	1.200684	1.75	26	9	10	AirTap	
0	0.3736067	0.1341339	1.001099	1.75	26	10	11	AirTap	
0	-0.1646205	-0.5302151	1.065125	1.75	26	11	12	AirTap	
0	0.07431424	0.2268497	0.9671326	1.75	26	12	13	AirTap	
0	0.2055099	0.2909115	1.133057	1.75	26	13	14	AirTap	
0	0.3899549	0.02844597	1.033447	1.75	26	14	15	AirTap	
0	-0.3861403	0.4611226	0.9667969	1.75	26	15	16	AirTap	
0	0.009028661	0.09706005	0.9987183	1.75	26	16	17	AirTap	
0	-0.5113596	0.4954304	0.9676514	1.75	26	17	18	AirTap	
0	0.8861406	-0.07739709	1.132874	1.75	26	18	19	AirTap	
0	0.1611564	0.8697232	1.400696	1.75	26	19	20	AirTap	
0	-0.08160332	0.5072384	1.098633	1.75	14	20	0	AirTap	
0	0.1987804	-0.09432924	0.9668579	1.75	14	0	1	AirTap	
0	-0.1560767	0.2177844	0.9334717	1.75	14	1	2	AirTap	
0	0.03834849	-0.1380643	0.9332581	1.75	14	2	3	AirTap	
0	0.06071815	0.8200745	1.13327	1.75	14	3	4	AirTap	
0	-0.450001	-0.3342446	0.8677979	1.75	14	4	5	AirTap	
0	-0.2195817	0.2889995	0.9657898	1.75	14	5	6	AirTap	
0	0.2002954	-0.4828855	0.8994751	1.75	14	6	7	AirTap	
0	0.1417663	0.5357724	0.9337158	1.75	14	7	8	AirTap	
0	0.6426299	-0.8252576	0.8998718	1.75	14	8	9	AirTap	
0	-1.030575	0.06292711	0.9998169	1.75	14	9	10	AirTap	
0	0.6666255	-0.1399142	0.9677429	1.75	14	10	11	AirTap	
0	-1.487947	0.6701307	0.9986572	1.75	14	11	12	AirTap	
0	0.660843	-0.2376941	1.033936	1.75	14	12	13	AirTap	
0	-0.8586951	0.5431882	1.16684	1.75	14	13	14	AirTap	
0	-0.06093717	0.3148439	0.9334106	1.75	14	14	15	AirTap	
0	-0.3454996	-0.4602545	0.9326782	1.75	14	15	16	AirTap	
0	-0.2431435	0.1469083	0.934082	1.75	14	16	17	AirTap	
0	-0.5456014	-0.2730761	0.9992065	1.75	14	17	18	AirTap	
0	0.5707998	0.57081	1.000824	1.75	14	18	19	AirTap	
0	-1.245519	-0.2959453	0.9667969	1.75	14	19	20	AirTap	
0	0.2020342	1.296569	1.299866	1.75	29	20	0	AirTap	
0	-1.126637	-0.1786766	1.167358	1.75	29	0	1	AirTap	
0	0.9331963	0.170186	1.266266	1.75	29	1	2	AirTap	
0	-1.172178	0.07380432	1.23349	1.75	29	2	3	AirTap	
0	0.0666227	-0.1235492	2.066254	1.75	29	3	4	AirTap	
0	-0.7510414	0.002504003	1.665833	1.75	29	4	5	AirTap	
0	0.2057231	0.4654539	1.267395	1.75	29	5	6	AirTap	
0	-0.1708297	0.427646	1.435333	1.75	29	6	7	AirTap	
0	0.1122907	0.7187505	1.199646	1.75	29	7	8	AirTap	
0	0.5727476	-0.8191103	1.165344	1.75	29	8	9	AirTap	
0	0.2615332	0.3735062	1.200195	1.75	29	9	10	AirTap	
0	-0.1202297	-0.5154544	1.235291	1.75	29	10	11	AirTap	
0	0.1610645	0.3418091	1.231079	1.75	29	11	12	AirTap	
0	1.198882	-0.3327611	1.637451	1.75	29	12	13	AirTap	
0	0.9757851	-1.179231	1.228912	1.75	29	13	14	AirTap	
0	1.354628	0.1594114	1.302734	1.75	29	14	15	AirTap	
0	0.5462734	-0.03008883	1.197906	1.75	29	15	16	AirTap	
0	0.4221283	-0.8740005	1.432312	1.75	29	16	17	AirTap	
0	-0.7440437	-0.1786732	1.73349	1.75	29	17	18	AirTap	
0	0.2119979	-0.7695472	1.266327	1.75	29	18	19	AirTap	
0	0.1621909	0.1038479	1.600677	1.75	29	19	20	AirTap	
0	-1.611797	-0.07637197	1.436768	1.5	20	20	0	AirTap	
0	-0.4749996	0.4384764	1.096985	1.5	20	0	1	AirTap	
0	0.8009939	0.2794253	0.9666138	1.5	20	1	2	AirTap	
0	-0.3445844	-0.2954351	1.068054	1.5	20	2	3	AirTap	
0	0.6532536	1.005457	1.131622	1.5	20	3	4	AirTap	
0	-0.07348721	-0.5671108	1.067017	1.5	20	4	5	AirTap	
0	0.03335732	0.9911965	1.099365	1.5	20	5	6	AirTap	
0	0.2734419	-0.634604	1.033966	1.5	20	6	7	AirTap	
0	0.3976931	0.4140799	0.9325562	1.5	20	7	8	AirTap	
0	0.6138253	-0.01532133	1.134888	1.5	20	8	9	AirTap	
0	-0.5189456	-0.09210224	0.9653931	1.5	20	9	10	AirTap	
0	0.6641436	-0.03488255	1.033844	1.5	20	10	11	AirTap	
0	-0.1813324	0.2456025	0.9994507	1.5	20	11	12	AirTap	
0	0.4155982	0.4463749	0.9335327	1.5	20	12	13	AirTap	
0	-0.3299767	-0.6507533	1.000061	1.5	20	13	14	AirTap	
0	0.8793401	-0.04175746	1.133545	1.5	20	14	15	AirTap	
0	0.02998418	-0.3464489	1.099823	1.5	20	15	16	AirTap	
0	0.1895563	-0.3253993	0.9666138	1.5	20	16	17	AirTap	
0	0.3412897	0.4810826	0.9659729	1.5	20	17	18	AirTap	
0	0.2928841	0.2525174	1.000214	1.5	20	18	19	AirTap	
0	0.5485813	-0.02858305	1.200073	1.5	20	19	20	AirTap	
0	-0.3917259	0.6242716	1.900726	1.5	23	20	0	AirTap	
0	0.04824338	-0.5052351	1.665344	1.5	23	0	1	AirTap	
0	0.2494971	1.118798	2.033569	1.5	23	1	2	AirTap	
0	-0.2638119	-0.4054475	1.534302	1.5	23	2	3	AirTap	
0	0.1998607	0.1655032	1.200531	1.5	23	3	4	AirTap	
0	-0.2318592	-1.119628	1.232971	1.5	23	4	5	AirTap	
0	2.677652	0.7458884	1.099884	1.5	23	5	6	AirTap	
0	-21.99728	0.2870703	0.6339417	1.5	23	6	7	AirTap	
0	-2.82789	2.901135	0.1651001	1.5	23	7	8	AirTap	
0	-15.74063	-1.42663	0.1670532	1.5	23	8	9	AirTap	
0	-0.04104448	0.3281341	1.300476	1.5	23	9	10	AirTap	
0	0.2963734	-0.288056	1.000153	1.5	23	10	11	AirTap	
0	-0.7317538	0.4936458	1.166412	1.5	23	11	12	AirTap	
0	0.7198812	-0.4319196	1.099426	1.5	23	12	13	AirTap	
0	-0.1353576	-0.200477	1.000458	1.5	23	13	14	AirTap	
0	0.8203005	-0.3211344	1.100159	1.5	23	14	15	AirTap	
0	-0.2184907	0.3332084	1.200134	1.5	23	15	16	AirTap	
0	0.3740653	-0.6252845	1.098999	1.5	23	16	17	AirTap	
0	-0.3959436	0.3689007	1.000793	1.5	23	17	18	AirTap	
0	0.802277	0.520367	1.066895	1.5	23	18	19	AirTap	
0	-0.4595432	-0.1843031	1.132538	1.5	23	19	20	AirTap	
0	-0.069304	0.6941816	1	1.5	17	20	0	AirTap	
0	-0.04167226	0.2734065	1.267303	1.5	17	0	1	AirTap	
0	-0.1082642	0.5442969	1.066986	1.5	17	1	2	AirTap	
0	-0.05701717	-0.2003422	1.098938	1.5	17	2	3	AirTap	
0	0.3674844	0.08468365	1.101166	1.5	17	3	4	AirTap	
0	-0.3830406	-0.2415788	1.065674	1.5	17	4	5	AirTap	
0	0.2264095	0.5311989	1.200317	1.5	17	5	6	AirTap	
0	0.6345849	-0.3840058	1.14856	1.5	17	6	7	AirTap	
0	0.3930048	0.5168054	1.121277	1.5	17	7	8	AirTap	
0	0.5152764	-0.3279549	1.129822	1.5	17	8	9	AirTap	
0	0.09729912	-0.2005799	1.166443	1.5	17	9	10	AirTap	
0	0.5232191	-0.02331477	0.8336792	1.5	17	10	11	AirTap	
0	-0.2517129	-0.06121153	0.935791	1.5	17	11	12	AirTap	
0	0.5861948	0.3327201	0.9686584	1.5	17	12	13	AirTap	
0	-0.6699287	0.2814379	1.30011	1.5	17	13	14	AirTap	
0	0.3418909	-0.204557	0.9307861	1.5	17	14	15	AirTap	
0	-0.2951516	-0.1437563	1.135071	1.5	17	15	16	AirTap	
0	0.6092557	0.4986801	1.095917	1.5	17	16	17	AirTap	
0	-0.5740677	-0.3837468	0.9740906	1.5	17	17	18	AirTap	
0	0.06643428	0.2265907	0.9294434	1.5	17	18	19	AirTap	
0	-0.4332421	0.03920285	0.9988098	1.5	17	19	20	AirTap	
0	0.6859183	0.4373147	1.801208	1.5	26	20	0	AirTap	
0	-0.6765146	-0.5839385	1.563782	1.5	26	0	1	AirTap	
0	-0.0410033	0.3499694	1.60022	1.5	26	1	2	AirTap	
0	-0.1068862	-0.7333215	1.901062	1.5	26	2	3	AirTap	
0	0.2048178	0.719424	1.299561	1.5	26	3	4	AirTap	
0	1.067305	-0.5350143	1.132935	1.5	26	4	5	AirTap	
0	0.9308368	0.04240716	1.233643	1.5	26	5	6	AirTap	
0	0.7096043	-0.8292654	1.500122	1.5	26	6	7	AirTap	
0	0.4987102	0.1803682	1.399292	1.5	26	7	8	AirTap	
0	-0.3474433	-0.3245316	1.699768	1.5	26	8	9	AirTap	
0	-0.5395182	-0.343678	0.9674072	1.5	26	9	10	AirTap	
0	0.4800195	0.07307684	1.03302	1.5	26	10	11	AirTap	
0	0.07391008	0.4445144	0.9656982	1.5	26	11	12	AirTap	
0	0.8128706	0.08941869	1.033691	1.5	26	12	13	AirTap	
0	0.2804754	-0.1231946	1.00061	1.5	26	13	14	AirTap	
0	-0.674332	0.01304319	1.200195	1.5	26	14	15	AirTap	
0	-0.5615336	0.4313112	2.399475	1.5	26	15	16	AirTap	
0	0.7308055	-0.4095547	1.266846	1.5	26	16	17	AirTap	
0	0.06935928	0.2216593	1.133362	1.5	26	17	18	AirTap	
0	0.3530742	0.9911953	1.467102	1.5	26	18	19	AirTap	
0	-0.1086442	-0.2553324	1.332092	1.5	26	19	20	AirTap	
0	0.2553055	0.3373109	1.10144	1.5	14	20	0	AirTap	
0	0.4628051	-0.1410266	1.132446	1.5	14	0	1	AirTap	
0	-0.3569149	0.5899031	0.9000854	1.5	14	1	2	AirTap	
0	-0.009760739	-0.3387704	1.032654	1.5	14	2	3	AirTap	
0	-0.1797232	0.5710326	1.067627	1.5	14	3	4	AirTap	
0	-0.2476326	-0.6008312	1.533386	1.5	14	4	5	AirTap	
0	-0.5312738	0.6723859	1.066589	1.5	14	5	6	AirTap	
0	-0.07717641	-0.7552075	1.199097	1.5	14	6	7	AirTap	
0	0.05006434	0.4365942	1.100586	1.5	14	7	8	AirTap	
0	0.9252428	-0.754362	1.033203	1.5	14	8	9	AirTap	
0	-0.6119602	0.03181747	1.134521	1.5	14	9	10	AirTap	
0	0.6091743	0.562584	1.06543	1.5	14	10	11	AirTap	
0	-0.3839394	-0.1109172	1.09967	1.5	14	11	12	AirTap	
0	0.5675434	0.01527341	0.9674072	1.5	14	12	13	AirTap	
0	-0.3385514	-0.02734795	0.93396	1.5	14	13	14	AirTap	
0	0.4304952	0.3086152	0.9986572	1.5	14	14	15	AirTap	
0	-0.6009271	-0.09056079	1.000854	1.5	14	15	16	AirTap	
0	-0.3850444	0.08277411	0.9658813	1.5	14	16	17	AirTap	
0	-1.367757	-0.1454744	0.9338379	1.5	14	17	18	AirTap	
0	0.2178445	0.407102	1.132324	1.5	14	18	19	AirTap	
0	-0.06181045	-0.4449726	1.134766	1.5	14	19	20	AirTap	
0	0.4944655	-0.1220322	2.299561	1.5	29	20	0	AirTap	
0	0.4101055	0.1891523	1.867615	1.5	29	0	1	AirTap	
0	0.5866747	-0.1343639	1.732178	1.5	29	1	2	AirTap	
0	-0.02408955	-0.3789069	1.966492	1.5	29	2	3	AirTap	
0	0.2908997	0.3198144	1.467041	1.5	29	3	4	AirTap	
0	1.050951	-0.1948586	1.466736	1.5	29	4	5	AirTap	
0	0.5078905	-0.3974732	1.532898	1.5	29	5	6	AirTap	
0	-0.01590476	-0.2935002	1.733215	1.5	29	6	7	AirTap	
0	0.08114939	0.8099589	1.434021	1.5	29	7	8	AirTap	
0	0.5791906	-0.3853596	1.332886	1.5	29	8	9	AirTap	
0	0.07918331	-0.01033456	1.100525	1.5	29	9	10	AirTap	
0	0.1962624	-0.05760562	1.041565	1.5	29	10	11	AirTap	
0	-0.1011901	0.3720525	1.260559	1.5	29	11	12	AirTap	
0	1.03805	0.253918	1.297424	1.5	29	12	13	AirTap	
0	-0.1915598	-0.247857	1.19989	1.5	29	13	14	AirTap	
0	1.358209	0.03809216	1.266968	1.5	29	14	15	AirTap	
0	-18.76916	12.79241	0.4364014	1.5	29	15	16	AirTap	
0	1.215732	-0.1346811	4.896301	1.5	29	16	17	AirTap	
0	-0.5144156	-0.1570031	1.933899	1.5	29	17	18	AirTap	
0	0.9220788	0.3943028	2.036804	1.5	29	18	19	AirTap	
0	-0.6373304	-0.5491915	1.99884	1.5	29	19	20	AirTap	
1	-0.5997982	0.5135812	2.999306	2	14	-1	0	AirTap	
1	-0.6072491	-0.7111323	3.366714	2	14	0	1	AirTap	
1	-0.4010009	-0.1888847	1.667061	2	14	1	2	AirTap	
1	0.6916712	-0.2111576	1.432556	2	14	2	3	AirTap	
1	-0.8022494	0.05192162	1.800636	2	14	3	4	AirTap	
1	0.5659689	-0.6780742	2.000664	2	14	4	5	AirTap	
1	-2.500097	0.1777714	1.465492	2	14	5	6	AirTap	
1	-0.2220909	0.7568805	2.26754	2	14	6	7	AirTap	
1	-1.084187	-0.05955116	1.500511	2	14	7	8	AirTap	
1	0.06825363	-0.1214563	1.398529	2	14	8	9	AirTap	
1	-2.018544	-0.7267858	1.900421	2	14	9	10	AirTap	
1	0.2949419	0.1534541	1.600426	2	14	10	11	AirTap	
1	0.3597405	-0.4394122	1.467041	2	14	11	12	AirTap	
1	0.4478822	0.4669852	1.36628	2	14	12	13	AirTap	
1	0.4755258	-0.2547227	1.166344	2	14	13	14	AirTap	
1	-0.100526	0.3892027	0.999382	2	14	14	15	AirTap	
1	0.06201566	-0.8025883	1.000969	2	14	15	16	AirTap	
